date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:59:05	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Dec%202021%2020:29:10%20GMT	https://www.jw.works/robots.txt		(from )
01:59:07	54024/54024	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:29:12%20GMT	https://www.jw.works/	www.jw.works/index.html	(from )
01:59:07	10842/10842	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:29:13%20GMT	https://www.jw.works/about	www.jw.works/about.html	(from https://www.jw.works/)
01:59:08	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:14%20GMT	https://www.jw.works/works/lex-core-product	www.jw.works/works/lex-core-product	(from https://www.jw.works/)
01:59:09	16327/16327	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:29:15%20GMT	https://www.jw.works/fun	www.jw.works/fun.html	(from https://www.jw.works/)
01:59:09	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:15%20GMT	https://www.jw.works/works/lex-design-system	www.jw.works/works/lex-design-system	(from https://www.jw.works/)
01:59:10	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:16%20GMT	https://www.jw.works/works/nyu-open-course	www.jw.works/works/nyu-open-course	(from https://www.jw.works/)
01:59:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:17%20GMT	https://www.jw.works/works/synastry-candle-co	www.jw.works/works/synastry-candle-co	(from https://www.jw.works/)
01:59:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:18%20GMT	https://www.jw.works/works/lark-suite	www.jw.works/works/lark-suite	(from https://www.jw.works/)
01:59:13	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Dec%202021%2020:29:19%20GMT	https://www.jw.works/works/lex-app-icons	www.jw.works/works/lex-app-icons	(from https://www.jw.works/)
01:59:14	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:20%20GMT	https://www.jw.works/works/lex-website	www.jw.works/works/lex-website	(from https://www.jw.works/)
01:59:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:21%20GMT	https://www.jw.works/works/flutter-clock-ui	www.jw.works/works/flutter-clock-ui	(from https://www.jw.works/)
01:59:16	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:22%20GMT	https://www.jw.works/works/88-shanghai	www.jw.works/works/88-shanghai	(from https://www.jw.works/)
01:59:17	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:23%20GMT	https://www.jw.works/fun/turs	www.jw.works/fun/turs	(from https://www.jw.works/fun)
01:59:18	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:24%20GMT	https://www.jw.works/fun/this-is-still-me	www.jw.works/fun/this-is-still-me	(from https://www.jw.works/fun)
01:59:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:25%20GMT	https://www.jw.works/fun/kitchen	www.jw.works/fun/kitchen	(from https://www.jw.works/fun)
01:59:20	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Dec%202021%2020:29:26%20GMT	https://www.jw.works/fun/western-desert	www.jw.works/fun/western-desert	(from https://www.jw.works/fun)
02:00:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:28%20GMT	https://www.jw.works/works/lex-design-system	www.jw.works/works/lex-design-system	(from https://www.jw.works/)
02:00:04	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:28%20GMT	https://www.jw.works/works/nyu-open-course	www.jw.works/works/nyu-open-course	(from https://www.jw.works/)
02:00:04	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:28%20GMT	https://www.jw.works/works/synastry-candle-co	www.jw.works/works/synastry-candle-co	(from https://www.jw.works/)
02:00:05	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:29:28%20GMT	https://www.jw.works/works/lex-core-product	www.jw.works/works/lex-core-product	(from https://www.jw.works/)
02:00:45	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:30:10%20GMT	https://www.jw.works/works/lark-suite	www.jw.works/works/lark-suite	(from https://www.jw.works/)
