date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:15:08	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:13%20GMT	https://www.jw.works/robots.txt		(from )
02:15:08	54024/54024	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:45:14%20GMT	https://www.jw.works/	www.jw.works/index.html	(from )
02:15:08	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:14%20GMT	https://www.jw.works/works/lex-core-product	www.jw.works/works/lex-core-product	(from https://www.jw.works/)
02:15:09	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:15%20GMT	https://www.jw.works/works/lex-design-system	www.jw.works/works/lex-design-system	(from https://www.jw.works/)
02:15:10	16327/16327	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:45:16%20GMT	https://www.jw.works/fun	www.jw.works/fun.html	(from https://www.jw.works/)
02:15:10	10842/10842	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:45:16%20GMT	https://www.jw.works/about	www.jw.works/about.html	(from https://www.jw.works/)
02:15:12	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:18%20GMT	https://www.jw.works/works/nyu-open-course	www.jw.works/works/nyu-open-course.4.delayed	(from https://www.jw.works/)
02:15:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:18%20GMT	https://www.jw.works/works/synastry-candle-co	www.jw.works/works/synastry-candle-co	(from https://www.jw.works/)
02:15:13	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:19%20GMT	https://www.jw.works/works/lark-suite	www.jw.works/works/lark-suite	(from https://www.jw.works/)
02:15:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:20%20GMT	https://www.jw.works/works/lex-app-icons	www.jw.works/works/lex-app-icons	(from https://www.jw.works/)
02:15:15	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:21%20GMT	https://www.jw.works/works/lex-website	www.jw.works/works/lex-website	(from https://www.jw.works/)
02:15:16	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:22%20GMT	https://www.jw.works/works/flutter-clock-ui	www.jw.works/works/flutter-clock-ui	(from https://www.jw.works/)
02:15:17	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:23%20GMT	https://www.jw.works/works/88-shanghai	www.jw.works/works/88-shanghai	(from https://www.jw.works/)
02:15:18	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Dec%202021%2020:45:24%20GMT	https://www.jw.works/fun/turs	www.jw.works/fun/turs	(from https://www.jw.works/fun)
02:15:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:25%20GMT	https://www.jw.works/fun/this-is-still-me	www.jw.works/fun/this-is-still-me	(from https://www.jw.works/fun)
02:15:20	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:26%20GMT	https://www.jw.works/fun/kitchen	www.jw.works/fun/kitchen	(from https://www.jw.works/fun)
02:15:21	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:27%20GMT	https://www.jw.works/fun/western-desert	www.jw.works/fun/western-desert	(from https://www.jw.works/fun)
02:16:03	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:28%20GMT	https://www.jw.works/works/lex-design-system	www.jw.works/works/lex-design-system	(from https://www.jw.works/)
02:16:03	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:28%20GMT	https://www.jw.works/works/synastry-candle-co	www.jw.works/works/synastry-candle-co	(from https://www.jw.works/)
02:16:05	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:30%20GMT	https://www.jw.works/works/lark-suite	www.jw.works/works/lark-suite	(from https://www.jw.works/)
02:16:06	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:45:28%20GMT	https://www.jw.works/works/lex-core-product	www.jw.works/works/lex-core-product	(from https://www.jw.works/)
02:16:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:11%20GMT	https://www.jw.works/works/lex-app-icons	www.jw.works/works/lex-app-icons	(from https://www.jw.works/)
02:16:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:11%20GMT	https://www.jw.works/works/lex-website	www.jw.works/works/lex-website	(from https://www.jw.works/)
02:16:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:13%20GMT	https://www.jw.works/works/flutter-clock-ui	www.jw.works/works/flutter-clock-ui	(from https://www.jw.works/)
02:16:51	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:13%20GMT	https://www.jw.works/works/88-shanghai	www.jw.works/works/88-shanghai	(from https://www.jw.works/)
02:17:27	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Dec%202021%2020:46:54%20GMT	https://www.jw.works/fun/this-is-still-me	www.jw.works/fun/this-is-still-me	(from https://www.jw.works/fun)
02:17:32	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:54%20GMT	https://www.jw.works/fun/turs	www.jw.works/fun/turs.html	(from https://www.jw.works/fun)
02:17:35	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:56%20GMT	https://www.jw.works/fun/kitchen	www.jw.works/fun/kitchen	(from https://www.jw.works/fun)
02:17:35	0/-1	---M--	502	error ('')			https://www.jw.works/works/nyu-open-course	www.jw.works/works/nyu-open-course	(from https://www.jw.works/)
02:17:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:46:59%20GMT	https://www.jw.works/fun/western-desert	www.jw.works/fun/western-desert	(from https://www.jw.works/fun)
02:18:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2026%20Dec%202021%2020:47:35%20GMT	https://www.jw.works/works/lex-core-product	www.jw.works/works/lex-core-product	(from https://www.jw.works/)
