date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:20	70/70	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	date:Sun,%2026%20Dec%202021%2020:52:26%20GMT	https://smartupvisuals.com/robots.txt		(from )
02:22:21	30435/30435	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:52:27%20GMT	https://smartupvisuals.com/	smartupvisuals.com/index.html	(from )
02:22:21	141399/141399	---M-Z	200	added ('OK')	text/css	etag:%2222857-618a2a1f-0;gz%22	https://smartupvisuals.com/wp-content/themes/smartupv/assets/css/main.css	smartupvisuals.com/wp-content/themes/smartupv/assets/css/main.css	(from https://smartupvisuals.com/)
02:22:22	14861/14861	---M-Z	200	added ('OK')	image/svg+xml	etag:%223a0d-61827468-0;gz%22	https://smartupvisuals.com/icons.svg	smartupvisuals.com/icons.svg	(from https://smartupvisuals.com/)
02:22:25	30664/30664	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:52:30%20GMT	https://smartupvisuals.com/live-scribing/	smartupvisuals.com/live-scribing/index.html	(from https://smartupvisuals.com/)
02:22:27	79629/79629	---M--	200	added ('OK')	image/jpeg	etag:%221370d-61827a41-0;;;%22	https://smartupvisuals.com/wp-content/uploads/2021/09/Goats-process-520x520.jpg	smartupvisuals.com/wp-content/uploads/2021/09/Goats-process-520x520.jpg	(from https://smartupvisuals.com/)
02:22:27	28022/28022	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:52:32%20GMT	https://smartupvisuals.com/virtual-scribing/	smartupvisuals.com/virtual-scribing/index.html	(from https://smartupvisuals.com/)
02:22:28	493220/493220	---M--	200	added ('OK')	image/png	etag:%22786a4-61827a0a-0;;;%22	https://smartupvisuals.com/wp-content/uploads/2021/09/Untitled-1-1-520x520.png	smartupvisuals.com/wp-content/uploads/2021/09/Untitled-1-1-520x520.png	(from https://smartupvisuals.com/)
02:22:28	24673/24673	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:52:34%20GMT	https://smartupvisuals.com/graphic-facilitation/	smartupvisuals.com/graphic-facilitation/index.html	(from https://smartupvisuals.com/)
02:22:28	27760/27760	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2020:52:34%20GMT	https://smartupvisuals.com/animation/	smartupvisuals.com/animation/index.html	(from https://smartupvisuals.com/)
